student_id,first_name,last_name,gender,year_level,major_id,gpa,enrollment_date,expected_graduation_year,attendance_rate,academic_standing,scholarship_status,active_status
S00679,Casey,Price,Male,Senior,MAJ005,2.83,2022-08-04 00:00:00,2026,95.25,Good,Full,Active
S00680, Drew ,Parker,Non-Binary,Sophomore,MAJ014,2.88,2024-08-07 00:00:00,2028,73.46,Good,None,Active
S00681,Morgan, Collins ,Male,Junior,MAJ011,3.6,2023-10-10 00:00:00,2027,84.25,Good,Full,Active
S00682,Jamie,Cooper,Non-Binary,Junior,MAJ001,4.0,2023-10-04 00:00:00,2027,77.67,Honors,None,Active
S00683,Blake,Morgan,Non-Binary,Freshman,MAJ022,3.87,2025-08-04 00:00:00,2029,89.73, Honors ,None,Active
S00684,Quinn,Brooks,Non-Binary,Freshman,MAJ004,,2025-08-13 00:00:00,2029,100.0,Good,Partial,Active
S00685,Quinn,Turner,Male,Freshman,MAJ008,2.25,2025-10-20 00:00:00,2029,89.88,Academic Warning,None,Active
S00686,Drew,Carter,Non-Binary,Freshman,MAJ004,3.4,2025-10-11 00:00:00,2029,100.0,Good,Full,Withdrawn
S00687,Alex,Mitchell,Non-Binary,Junior,MAJ012,2.85,2023-08-23 00:00:00,2027,92.41,Good,None,Active
S00688,Riley,Reed,Non-Binary,Sophomore,MAJ003,2.79,2024-09-26 00:00:00,2028,90.31,Good,Full,Active
S00689,Cameron,Mitchell,Non-Binary,Freshman,MAJ003,3.15,2025-08-09 00:00:00,2029,74.4,Good,Full, Active 
S00690,Casey,Reed,Non-Binary,Sophomore,MAJ005,2.9,2024-09-07 00:00:00,2028,82.66,Good,None,Active
S00691,Drew, Brooks ,Non-Binary,Sophomore,MAJ007,,2024-10-06 00:00:00,2028,93.7,Good,,Active
S00692,Casey,Reed,Male,Sophomore,MAJ007,3.39,2024-09-01 00:00:00,2028,98.03,Good,Partial,Active
S00693,Blake,Morgan,Non-Binary,Junior,MAJ009,3.45,2023-09-25 00:00:00,2027,96.98,Good,Partial,Active
S00694,Avery,Price,Male,Freshman,MAJ006,3.34,2025-08-17 00:00:00,2029,80.76,Good,Partial,Active
S00695,Casey,Mitchell,Male,Freshman,MAJ008,3.0,2025-10-11 00:00:00,2029,82.08,Good,None,Active
S00696,Reese,Wilson,Female,Freshman,MAJ017,2.82,2025-08-07 00:00:00,2029,81.49,Good,None,Active
S00697,Sam,Price,Male,FRESHMAN,MAJ005,2.19,2025-10-16 00:00:00,2029,72.53,Academic Warning,None,Active
S00698,Riley,Parker,Non-Binary,Sophomore,MAJ004,3.47,2024-10-03 00:00:00,2028,100.0,Good,None,Graduated
S00699,Blake,Cooper,Female,Junior,MAJ021,3.86,2023-09-26 00:00:00,2027,90.96,Honors,Partial,Active
S00700,Blake,Bennett,Male,Junior,MAJ001,3.06,2023-10-02 00:00:00,2027,86.64,Good,Partial,Active
S00701,Jordan,Price,Male,Freshman,MAJ005,3.53,2025-08-07 00:00:00,2029,100.0,Good,Full,Active
S00702,Avery,Bennett,Female,Junior,MAJ004,2.34,2023-08-17 00:00:00,2027,79.76,,Partial,Active
S00703,Avery,Turner,Non-Binary,Senior,MAJ002,2.51,2022-09-24 00:00:00,2026,94.12,Good,None,Active
S00704,Drew,Turner,Non-Binary,Sophomore,MAJ017,3.25,2024-09-04 00:00:00,2028,86.67,Good,None,Active
S00705,Riley,Hayes,Female,Sophomore,MAJ018,3.3,2024-10-20 00:00:00,2028,97.22,Good,None,Active
S00706,Riley,Price,Male,Sophomore,MAJ016,3.05,2024-09-25 00:00:00,2028,86.31,Good,Partial,Active
S00707,Morgan,Foster,Non-Binary,Sophomore,MAJ016,2.47,2024-08-13 00:00:00,2028,75.9,Academic Warning,Partial,Graduated
S00708,Drew,Collins,Male,Sophomore,MAJ014,2.86,2024-08-24 00:00:00,2028,89.14,Good,None,Active
S00709,Taylor,Cooper,Male,Freshman,MAJ021,2.11,2025-08-10 00:00:00,2029,93.11,Academic Warning,Full,Active
S00710,Quinn,Price,Non-Binary,Sophomore,MAJ003,2.9,2024-09-18 00:00:00,2028,,Good,None,Active
S00711,Jordan,Morgan,,Junior,MAJ009,3.2,2023-09-05 00:00:00,2027,77.48,Good,None,Active
S00712,Morgan,Brooks,Male,Junior,MAJ001,2.81,2023-08-19 00:00:00,2027,93.61,Good,None,Graduated
S00713,Jamie,Mitchell,Male,Junior,MAJ011,2.67,2023-08-16 00:00:00,2027,100.0,Good,Partial,Active
S00714,Blake, Carter ,Non-Binary,Junior,MAJ006,3.95,2023-10-10 00:00:00,2027,72.38,Honors,None,Active
S00715,Quinn,Morgan,Male,Sophomore,MAJ015,2.66,2024-09-27 00:00:00,2028,100.0,Good,None,Graduated
S00716,Quinn,Parker,Non-Binary,Freshman,MAJ016,3.41,2025-10-28 00:00:00,2029,94.45,Good,Partial,Active
S00717,Cameron,Morgan,Male,Senior,MAJ021,3.98,2022-10-02 00:00:00,2026,87.54,Honors,None,Active
S00718,Jamie,Parker,Female,Sophomore,MAJ012,2.9,2024-08-22 00:00:00,2028,79.3,Good,Partial,Active
S00719,Parker,Foster,Non-Binary,Sophomore,MAJ019,3.61,2024-08-08 00:00:00,2028,84.09,Good,None,Active
S00720,Riley,Carter,Male,Freshman,MAJ012,2.81,2025-10-24 00:00:00,2029,88.03,Good,None,Active
S00721,Avery,Bennett,Non-Binary,Freshman,MAJ023,3.14,2025-08-25 00:00:00,2029,88.02,Good,None,Active
S00722,Sam,Foster,Female,Sophomore,MAJ019,2.39,2024-10-20 00:00:00,2028,89.4,Academic Warning,Full,Active
S00723,Casey,Ward,Male,Freshman,MAJ023,3.48,2025-09-22 00:00:00,2029,79.3,Good,Full,Active
S00724,Cameron,Mitchell,Male,Junior,MAJ017,3.71,2023-08-11 00:00:00,2027,83.06,Honors,None,Active
S00725,Taylor,Mitchell,Non-Binary,Junior,MAJ004,3.86,2023-09-20 00:00:00,2027,76.62,Honors,None,Active
S00726,Morgan,Hayes,Male,Senior,MAJ011,3.14,2022-08-25 00:00:00,2026,71.41,Good,Partial,Active
S00727,Morgan,Foster,Female,Junior,MAJ006,4.75,2023-09-01 00:00:00,2027,87.62,Good,None,Active
S00728,Drew,Morgan,Male,Sophomore,MAJ015,3.53,2024-08-24 00:00:00,2028,73.69,Good,None,Active
S00729,Casey,Reed,Male,Junior,MAJ015,2.28,2023-10-24 00:00:00,2027,84.07,Academic Warning,Full,Active
S00730,Cameron,Foster,Non-Binary,Junior,MAJ001,3.08,2023-10-02 00:00:00,2027,72.12,Good,None,Active
S00731,Jamie,Foster,Male,Freshman,MAJ024,2.89,2025-08-15 00:00:00,2029,92.38,Good,Partial,Active
S00732,Casey,Hayes,Non-Binary,Sophomore,MAJ014,2.87,2024-09-28 00:00:00,2028,93.65,Good,None,Active
S00733,Cameron,Parker,Male,Senior,MAJ014,3.3,2022-10-23 00:00:00,2026,100.0,Good,None,Active
S00734,Avery,Carter,Female,Senior,MAJ005,2.8,2022-08-17 00:00:00,2026,80.13,Good,Full,Active
S00735,Alex,Parker,Non-Binary,Junior,MAJ004,3.09,2023-09-11 00:00:00,2027,70.08,Good,None,Active
S00736,Sam,Mitchell,Male,Freshman,MAJ020,3.02,2025-10-10 00:00:00,2029,96.47,Good,None,Graduated
S00737,Quinn, Morgan ,Non-Binary,Junior,MAJ016,2.89,2023-09-13 00:00:00,2027,91.58,Good,Full,Active
S00738,Avery,Brooks,Female,Freshman,MAJ024,2.81,2025-08-11 00:00:00,2029,87.8,Good,Full,Active
S00739,Cameron,Reed,Non-Binary,Freshman,MAJ008,2.95,2025-10-28 00:00:00,2029,76.9,Good,Partial,Active
S00740,Taylor,Bennett,Male,Freshman,MAJ021,3.67,2025-10-11 00:00:00,2029,81.79,Good,None,Active
S00741,Parker,Reed,Non-Binary,Junior,MAJ009,2.94,2023-08-28 00:00:00,2027,99.21,Good,None,Active
S00742,Blake, Wilson ,Male,Senior,MAJ023,3.52,2022-08-21 00:00:00,2026,89.65,Good,Full,Graduated
S00743,Avery,Reed,Non-Binary,Sophomore,MAJ012,3.19,06-08-2024 00:00,2028,83.44,Good,None,Active
S00744,Quinn,Mitchell,Male,Junior,MAJ002,3.16,2023-09-10 00:00:00,2027,93.83,Good,None,Graduated
S00745,Blake,Turner,Male,Senior,MAJ019,4.0,2022-08-25 00:00:00,2026,90.0,Honors,None,Active
S00746,Parker,Foster,Male,Freshman,MAJ004,3.16,2025-10-19 00:00:00,2029,87.46,Good,Partial,Active
S00747,Alex,Mitchell,Female,Freshman,MAJ011,2.67,25/10/2025 00:00,2029,93.04,Good,None,Active
S00748,Jamie,Hayes,Male,Junior,MAJ007,3.56,2023-08-28 00:00:00,2027,84.13,Good,None,Active
S00749,Morgan,Morgan,Male,Freshman,MAJ012,3.65,2025-08-09 00:00:00,2029,75.39,Good,Full,Active
S00750,Morgan,Ward,Female,Junior,MAJ002,2.84,2023-08-06 00:00:00,2027,88.32,Good,Full,Withdrawn
S00751,Drew,Turner,Male,Senior,MAJ022,4.0,2022-09-08 00:00:00,2026,83.14,Honors,None,Active
S00752,Reese,Bennett,Non-Binary,Junior,MAJ010,3.63,2023-09-13 00:00:00,2027,93.14,Good,Partial,Active
S00753,Avery,Hayes,Non-Binary,Junior,MAJ022,3.19,2023-08-17 00:00:00,2027,89.38,Good,None,Active
S00754,Blake,Parker,Non-Binary,Senior,MAJ019,3.23,2022-10-13 00:00:00,2026,74.92,Good,Full,Active
S00755,Quinn,Hayes,Female,Sophomore,MAJ021,2.73,2024-08-10 00:00:00,2028,70.72,Good,None,Graduated
S00756,Casey,Collins,Female,Senior,MAJ015,2.96,2022-09-10 00:00:00,2026,75.96,Good,Partial,Active
S00757,Taylor,Collins,Non-Binary,Junior,MAJ018,3.51,2023-09-03 00:00:00,2027,83.39,Good,Partial,Active
S00758,Blake,Turner,Non-Binary,Senior,MAJ010,3.27,2022-08-13 00:00:00,2026,67.88,Good,None,Active
S00759,Parker,Cooper,Non-Binary,Freshman,MAJ007,2.79,2025-08-15 00:00:00,2029,85.05,Good,None,Active
S00760,Jamie,Ward,Female,Junior,MAJ013,2.32,2023-10-24 00:00:00,2027,92.88,Academic Warning,None,Active
S00761,Riley,Carter,Non-Binary,Sophomore,MAJ019,2.74,2024-10-13 00:00:00,2028,84.92,Good,Partial,Graduated
S00762, Taylor ,Bennett,Non-Binary,Junior,MAJ020,4.0,2023-09-02 00:00:00,2027,99.65,Honors,Partial,Graduated
S00763,Sam,Price,Female,Junior,MAJ010,2.21,2023-08-28 00:00:00,2027,100.0,Academic Warning,None,Active
S00764,Casey,Brooks,Non-Binary,Freshman,MAJ011,2.98,2025-09-10 00:00:00,2029,100.0,Good,Partial,Active
S00765,Morgan,Morgan,Non-Binary,Freshman,MAJ018,2.29,2025-09-01 00:00:00,2029,100.0,Academic Warning,None,Active
S00766,Alex,Foster,Male,Junior,MAJ014,2.14,2023-08-07 00:00:00,2027,90.36,Academic Warning,,Active
S00767,Jordan,Foster,Non-Binary,Sophomore,MAJ009,2.79,08-08-2024 00:00,2028,91.07,Good,Full,Active
S00768,Reese,Price,Female,Junior,MAJ016,3.89,2023-08-06 00:00:00,2027,77.69,Honors,None,Active
S00769,Reese,Morgan,Non-Binary,Freshman,MAJ010,3.24,2025-10-27 00:00:00,2029,79.39,Good,Partial,Active
S00770,Jordan,Bennett,Female,Freshman,MAJ013,2.79,2025-08-22 00:00:00,2029,90.79,Good,None,Active
S00771,Parker,Ward,Non-Binary,Junior,MAJ010,3.5,2023-08-15 00:00:00,2027,91.48,Good,Partial,Active
S00772,Quinn,Brooks,Male,Freshman,MAJ003,2.69,2025-09-13 00:00:00,2029,87.1,Good,Partial,Active
S00773,Jordan,Brooks,Male,Senior,MAJ020,2.89,2022/08/04 00:00:00,2026,83.74,Good,partial,Active
S00774,Avery,Parker,Non-Binary,Junior,MAJ021,2.24,2023-08-20 00:00:00,2027,99.55,Academic Warning,None,Active
S00775,Avery,Carter,Male,Senior,MAJ017,3.2,2022-10-23 00:00:00,2026,93.49,Good,Partial,Active
S00776,Cameron,Foster,Male,Junior,MAJ002,3.79,2023-09-17 00:00:00,2027,80.95,Honors,None,Active
S00777,Parker,Foster,Male,Senior,MAJ019,3.48,2022-10-24 00:00:00,2026,90.78,Good,Partial,Active
S00778,Parker,Parker,Non-Binary,Freshman,MAJ007,3.66,2025-09-07 00:00:00,2029,94.2,Good,None,Active
S00779,Jordan,Turner,Female,Junior,MAJ020,4.0,2023-10-14 00:00:00,2027,82.4,Honors,None,Active
S00780,Sam,Parker,Female,Junior,MAJ010,3.33,2023-10-07 00:00:00,2027,81.04,Good,Partial,Active
S00781,Casey,Reed,Non-Binary,Freshman,MAJ006,3.6,09/25/2025 00:00,2029,87.87,Good,None,Active
S00782,Jamie,Foster,Non-Binary,Sophomore,MAJ011,3.33,2024-08-27 00:00:00,2028,69.73,Good,None,Active
S00783,Sam,Collins,Male,Sophomore,MAJ008,3.35,2024-08-21 00:00:00,2028,81.52,Good,None,Active
S00784,Reese,Reed,Male,Sophomore,MAJ024,3.0,2024-09-26 00:00:00,2028,88.88,Good,,Graduated
S00785,Avery,Brooks,Non-Binary,Freshman,MAJ006,3.46,2025-10-22 00:00:00,2029,90.14,Good,None,Active
S00786,Sam,Mitchell,Male,Freshman, MAJ016 ,2.23,2025-08-05 00:00:00,2029,75.29,Academic Warning,None,Active
S00787,Sam,Reed,Female,Senior,MAJ006,2.07,2022-10-20 00:00:00,2026,91.75,,None,Active
S00788,Quinn,Brooks,Non-Binary, Senior ,MAJ002,3.64,2022-09-23 00:00:00,2026,87.02,Good,None,Active
S00789,Morgan,Mitchell,Male,Sophomore,MAJ002,3.77,2024-09-07 00:00:00,2028,82.32,Honors,None,Active
S00790,Alex,Ward,Female,Sophomore,MAJ021,3.31,2024-08-15 00:00:00,2028,81.24,Good,None,Active
S00791,Taylor,Parker,Male,Senior,MAJ019,3.34,2022-09-24 00:00:00,2026,97.54,Good,Partial,Active
S00792,Quinn,Price,Female, Sophomore ,MAJ006,3.61,2024-10-22 00:00:00,2028,80.06,Good,Full,Active
S00793,Cameron,Turner,Non-Binary,Freshman,MAJ012,2.61,2025-08-01 00:00:00,2029,90.51,Good,None,Active
S00794,Reese,Carter,Male,Senior,MAJ016,2.51,02-09-2022 00:00,2026,90.09,Good,none,Active
S00795,Alex,Foster,,Junior,MAJ005,2.86,2023-10-07 00:00:00,2027,96.26,Good,None,Active
S00796,Riley,Ward,Male,Sophomore,MAJ005,4.0,2024-10-04 00:00:00,2028,83.69,Honors,None,Active
S00797,Parker,Reed,Non-Binary,Freshman,MAJ011,3.47,2025-08-07 00:00:00,2029,90.81,Good,None,Active
S00798,Jamie,Ward,Male,Sophomore,MAJ024,2.98,2024-10-08 00:00:00,2028,93.07,Good,None,Active
S00799,Avery,Collins,Female,Senior,MAJ004,3.57,2022-08-01 00:00:00,2026,87.34,Good,None,Active
S00800,Alex,Carter,Male,Freshman,MAJ013,2.75,2025-09-06 00:00:00,2029,85.56,Good,,Graduated
S00801,Jamie,Turner,Male,Junior,MAJ014,4.0,2023-10-12 00:00:00,2027,83.56,Honors,None,Active
S00802,Sam,Ward,Non-Binary,Junior,MAJ003,3.73,2023-08-25 00:00:00,2027,71.76,Honors,Partial,Active
S00803,Quinn,Cooper,Non-Binary,Freshman,MAJ018,3.48,2025-09-04 00:00:00,2029,91.29,Good,None,Active
S00804,Drew,Collins,Female,Junior,MAJ011,3.54,2023-08-05 00:00:00,2027,90.01,Good,Partial,Active
S00805,Cameron,Wilson,Non-Binary,Senior,MAJ007,3.11,2022-10-11 00:00:00,2026,96.7,Good,Partial,Graduated
S00806,Alex,Carter,Male,Sophomore,MAJ003,3.47,2024-08-12 00:00:00,2028,-8.0,Good,None,Active
S00807,Riley,Foster,Non-Binary,Sophomore,MAJ019,2.74,2024-08-17 00:00:00,2028,91.67,Good,None,Active
S00808,Riley,Reed,Non-Binary,Senior,MAJ007,2.95,2022-08-26 00:00:00,2026,93.13,Good,None,Active
S00809,Morgan,Foster,Female,Junior,MAJ006,2.65,2023-10-06 00:00:00,2027,91.8,Good,Full,Active
S00810,Reese,Turner,Non-Binary,Sophomore,MAJ004,3.29,2024-09-26 00:00:00,2028,69.1,Good,Full,Active
S00811,Jamie,Parker,Female,Sophomore,MAJ012,2.32,2024-10-22 00:00:00,2028,85.46,Academic Warning,None,Graduated
S00812,Drew,Carter,Non-Binary,Junior,MAJ008,2.83,2023-10-15 00:00:00,2027,90.28,Good,None,Active
S00813,Casey,Bennett,Female,Sophomore,MAJ011,2.97,2024-10-04 00:00:00,2028,91.74,Good,Partial,Active
S00814,Riley,Collins,Non-Binary,Senior,MAJ001,3.48,2022-10-02 00:00:00,2026,,Good,None,Active
S00815,Blake,Ward,Non-Binary,Senior,MAJ018,2.05,2022-08-25 00:00:00,2026,71.68,Academic Warning,None,Active
S00816,Cameron,Foster,Non-Binary,Junior,MAJ007,3.64,2023-09-07 00:00:00,2027,95.21,Good,None,Active
S00817,Quinn,Cooper,Non-Binary, Sophomore ,MAJ013,3.5,2024-09-14 00:00:00,2028,,Good,Partial,Graduated
S00818,Parker,Morgan,Non-Binary,Senior,MAJ018,3.18,2022-10-13 00:00:00,2026,86.8,Good,Partial,Active
S00819,Blake,Reed,Female,Freshman,MAJ024,3.3,2025-08-23 00:00:00,2029,88.27,Good,None,Graduated
S00820,Casey,Price,Female,Freshman,MAJ021,3.21,2025-08-14 00:00:00,2029,84.62,Good,Partial,Active
S00821,Cameron,Bennett,Male,Sophomore,MAJ013,2.61,2024-09-18 00:00:00,2028,98.9,,None,Active
S00822,Avery,Bennett,Male,Freshman,MAJ023,3.14,2025-09-05 00:00:00,2029,83.27,good,None,Active
S00823,Alex,Carter,Non-Binary,Freshman,MAJ002,4.0,2025-08-05 00:00:00,2029,98.28,Honors,Partial,Active
S00824,Taylor,Carter,Female,Sophomore,MAJ017,2.87,2024-10-26 00:00:00,2028,93.54,Good,none,Active
S00825,Parker,Cooper,Male,Senior, MAJ005 ,3.38,2022-10-06 00:00:00,2026,76.93,Good,None,Active
S00826,Cameron,Mitchell,Female,Senior,MAJ021,2.6,2022-08-14 00:00:00,2026,79.48,Good,Partial,Active
S00827, Morgan ,Turner,Non-Binary,Senior,MAJ008,3.71,2022-09-14 00:00:00,2026,66.26,Honors,Full,Active
S00828,Alex,Foster,Male,Freshman,MAJ006,2.65,2025-10-12 00:00:00,2029,83.11,Good,None,Active
S00829,Taylor,Turner,Non-Binary,Junior,MAJ010,3.09,2023-10-28 00:00:00,2027,79.84,Good,Full,Active
S00830,Jordan,Reed,Non-Binary,Sophomore,MAJ003,2.86,2024-08-08 00:00:00,2028,89.5,Good,None,Active
S00831,Jordan,Hayes,Non-Binary,Senior,MAJ019,3.54,2022-10-26 00:00:00,2026,87.5,Good,None,Active
S00832,Avery, Ward ,Female,Senior,MAJ009,1.85,2022-09-15 00:00:00,2026,75.92,Probation,None,Active
S00833,Cameron,Mitchell,Male,Junior,MAJ004,2.3,2023-09-06 00:00:00,2027,84.19,Academic Warning,None,Graduated
S00834,Jamie,Ward,Non-Binary,Junior,MAJ014,3.5,2023-09-02 00:00:00,2027,76.34,Good,Partial,Active
S00835,Sam,Brooks,Non-Binary,Junior,MAJ012,2.98,2023-10-01 00:00:00,2027,85.41,Good,None,Active
S00836,Reese,Ward,Male,Junior,MAJ007,2.62,2023-09-05 00:00:00,2027,78.76,Good,Partial,Active
S00837,Jamie,Carter,Non-Binary,Sophomore,MAJ013,3.79,2024-08-19 00:00:00,2028,100.0,Honors,Partial,Active
S00838,Taylor,Brooks,Non-Binary,Sophomore,MAJ002,2.53,2024-08-16 00:00:00,2028,79.08,Good,None,Active
S00839,Jordan,Wilson,Non-Binary,Freshman,MAJ021,2.46,2025-08-27 00:00:00,2029,95.82,Academic Warning,None,Withdrawn
S00840,Morgan,Hayes,Male,Senior,MAJ005,3.41,2022-10-21 00:00:00,2026,70.92,Good,None,Active
S00841,Alex,Hayes,Male,Senior,MAJ016,3.54,2022-08-02 00:00:00,2026,89.71,Good,None,Active
S00842,Jamie,Ward,Non-Binary,Sophomore,MAJ020,2.81,2024-08-13 00:00:00,2028,95.13,,Partial,Active
S00843,Avery,Price,Male,Sophomore,MAJ003,3.57,2024-08-10 00:00:00,2028,75.91,Good,Full,Active
S00844,Avery,Hayes,Female,Junior,MAJ003,2.06,2023-08-18 00:00:00,2027,78.67,Academic Warning,Partial,Graduated
S00845,Blake,Hayes,Male,Sophomore,MAJ012,3.14,2024-09-09 00:00:00,2028,81.79,Good,None,Active
S00846,Cameron,Collins,Non-Binary,Junior,MAJ014,2.41,2023-10-08 00:00:00,2027,89.53,Academic Warning,Partial,Active
S00847,Riley,Hayes,Non-Binary,Freshman,MAJ001,3.56,2025-08-11 00:00:00,2029,95.79,Good,None,Active
S00848,Alex,Bennett,Female,Senior,MAJ007,,2022-10-04 00:00:00,2026,100.0,Good,Partial,Active
S00849,Casey,Parker,Female,Junior,MAJ015,,2023-08-20 00:00:00,2027,93.29,Good,None,Graduated
S00850,Reese,Parker,, Junior ,MAJ024,3.16,2023-10-04 00:00:00,2027,91.4,Good,Partial,Active
S00851,Taylor,Bennett,Non-Binary,Senior,MAJ003,3.57,2022-10-19 00:00:00,2026,86.15,Good,Partial,Active
S00852,Taylor,Brooks,Male,Freshman,MAJ017,2.48,2025-09-22 00:00:00,2029,72.32,Academic Warning,Full,Active
S00853,Casey,Ward,Male,Senior,MAJ014,3.65,2022-10-22 00:00:00,2026,100.0,Good,Partial,Active
S00854,Jordan,Brooks,Female,Freshman,MAJ018,3.11,2025-09-13 00:00:00,2029,64.94,Good,None,Active
S00855,Casey,Wilson,Male,Senior,MAJ008,4.0,2022-08-16 00:00:00,2026,75.82,Honors,Full,Active
S00856,Sam,Collins,,Sophomore,MAJ016,4.0,2024-08-18 00:00:00,2028,86.16,Honors,Partial,Active
S00857,Blake, Collins ,Non-Binary,Junior,MAJ001,2.73,2023-09-04 00:00:00,2027,90.52,Good,None,Active
S00858,Quinn,Collins,Female,Junior,MAJ009,2.21,2023-09-05 00:00:00,2027,77.72,Academic Warning,Partial,Active
S00859,Cameron, Brooks ,Female,Freshman,MAJ023,3.1,2025-10-11 00:00:00,2029,79.26,Good,Full,Active
S00860,Quinn,Collins,Male,Junior,MAJ011,4.0,2023-09-13 00:00:00,2027,93.69,Honors,Partial,Active
S00861,Avery,Parker,Female,Senior,MAJ017,2.65,2022-09-23 00:00:00,2026,75.67,Good,Partial,Active
S00862,Blake,Mitchell,Male,Junior,MAJ014,2.43,2023-10-10 00:00:00,2027,84.48,Academic Warning,None,Active
S00863,Jordan,Mitchell,Non-Binary,Senior, MAJ004 ,4.0,2022-09-03 00:00:00,2026,86.43,Honors,Partial,Active
S00864,Morgan,Wilson,Non-Binary,Sophomore,MAJ012,2.51,2024-08-13 00:00:00,2028,95.22,Good,Partial,Active
S00865,Jordan,Hayes,Non-Binary,Sophomore,MAJ005,2.43,2024-09-16 00:00:00,2028,80.55,Academic Warning,None,Active
S00866,Taylor,Morgan,Female,Junior,MAJ005,2.92,2023-08-24 00:00:00,2027,100.0,Good,Full,Active
S00867,Quinn,Reed,Non-Binary,Sophomore,MAJ002,3.02,2024-09-16 00:00:00,2028,83.56,Good,None,Active
S00868,Alex,Morgan,Male,Sophomore,MAJ001,2.58,2024-08-11 00:00:00,2028,97.76,Good,Partial,Active
S00869,Quinn,Hayes,Non-Binary,Freshman,MAJ010,2.58,2025-10-15 00:00:00,2029,78.66,Good,Full, Active 
S00870,Jamie,Foster,Female,Junior,MAJ013,3.87,2023-08-02 00:00:00,2027,90.56,Honors,Partial,Active
S00871,Blake,Cooper,Non-Binary,Freshman,MAJ006,2.4,2025-08-08 00:00:00,2029,,Academic Warning,Partial,Active
S00872,Alex,Cooper,Male,Freshman,MAJ017,3.12,2025-08-15 00:00:00,2029,72.46,Good,Partial,Active
S00873,Reese,Carter,Female,Freshman,MAJ004,3.46,2025-09-20 00:00:00,2029,96.93,Good,Partial,Active
S00874,Cameron,Mitchell,Non-Binary,Senior,MAJ021,3.86,13-10-2022 00:00,2026,75.04,Honors,None,Graduated
S00875,Taylor,Mitchell,Female,Junior,MAJ015,2.53,2023-08-19 00:00:00,2027,97.28,Good,None,Active
S00876,Quinn,Bennett,Female,Sophomore,MAJ005,2.92,2024-10-12 00:00:00,2028,92.91,Good,None,Active
S00877,Alex,Wilson,Female,Senior,MAJ015,2.91,2022-10-20 00:00:00,2026,90.42,Good,None,Active
S00878,Jordan,Morgan,Female,Senior,MAJ022,2.85,2022-08-03 00:00:00,2026,69.82,Good,Partial,Active
S00879,Jamie,Ward,Male, Sophomore ,MAJ024,4.0,2024-10-05 00:00:00,2028,86.73,Honors,None,Active
S00880,Cameron,Parker,Female,Junior,MAJ008,3.34,2023-10-23 00:00:00,2027,99.63,Good,None,Active
S00881, Jordan ,Hayes,Male,Sophomore,MAJ009,3.66,2024-09-14 00:00:00,2028,69.79,Good,None,Active
S00882,Avery,Carter,Non-Binary,Freshman,MAJ001,3.01,2025-09-28 00:00:00,2029,94.9,Good,Partial,Active
S00883,Quinn,Hayes,Non-Binary,Freshman,MAJ023,2.54,2025-08-09 00:00:00,2029,,Good,None,Active
S00884,Reese,Cooper,Male,Freshman,MAJ006,3.02,2025-09-06 00:00:00,2029,96.52,Good,None,Graduated
S00885,Riley,Brooks,Female,Freshman, MAJ020 ,1.92,2025-09-09 00:00:00,2029,85.33,Probation,None,Active
S00886,Alex,Carter,Non-Binary,Junior,MAJ004,2.93,2023-08-18 00:00:00,2027,79.06,Good,None,Active
S00887,Jordan,Carter,Female,Sophomore,MAJ009,3.29,2024-10-15 00:00:00,2028,97.43,Good,None,Active
S00888,Sam,Cooper,Male,Freshman,MAJ003,3.29,2025-08-25 00:00:00,2029,97.26,Good,None,Active
S00889, Cameron ,Price,Female,Freshman,MAJ004,3.12,2025-09-08 00:00:00,2029,78.68,Good,None,Active
S00890,Cameron,Wilson,Female,Freshman,MAJ006,3.1,2025-10-15 00:00:00,2029,81.87,Good,None,Active
S00891,Morgan,Hayes,Male,Sophomore,MAJ006,3.8,2024-09-07 00:00:00,2028,92.66,Honors,None,Active
S00892,Casey,Wilson,Female,Junior, MAJ023 ,3.25,2023-09-15 00:00:00,2027,95.07,Good,None,Active
S00893,Casey,Foster,Female,Freshman,MAJ001,2.15,2025-10-20 00:00:00,2029,89.05,Academic Warning,Full,Active
S00894,Morgan,Carter,Male,Junior,MAJ019,3.55,2023-10-16 00:00:00,2027,91.65,Good,Partial,Active
S00895,Drew,Brooks,Female,Sophomore,MAJ017,2.6,2024-10-14 00:00:00,2028,98.62,Good,Partial,Active
S00896,Parker,Parker,Non-Binary,Sophomore,MAJ006,1.89,2024-08-19 00:00:00,2028,,Probation,Full,Active
S00897,Drew,Turner,Non-Binary,Freshman,MAJ005,2.7,2025-08-14 00:00:00,2029,80.07,Good,None,Active
S00898,Reese,Carter,Male,Senior,MAJ003,4.0,2022-09-08 00:00:00,2026,92.93,Honors,None,Active
S00899,Cameron,Parker,Female,Junior,MAJ008,2.92,2023-09-10 00:00:00,2027,85.29,Good,None,Withdrawn
S00900,Sam,Brooks,Female,Freshman,MAJ004,3.77,2025-10-15 00:00:00,2029,81.68,Honors,Partial,Active
S00901,Drew,Collins,Female,Freshman,MAJ012,3.36,2025-10-13 00:00:00,2029,92.65, Good ,None,Active
S00902,Jamie,Hayes,Female,Junior,MAJ014,3.28,2023-10-03 00:00:00,2027,62.97,,None,Active
S00903,Casey,Bennett,Male,Junior,MAJ001,3.13,2023-10-20 00:00:00,2027,94.95,Good,None,Active
S00904,Jordan,Foster,,Senior,MAJ004,3.14,2022-10-02 00:00:00,2026,90.6,Good,None,Graduated
